id_venta,id_cliente,id_vehiculo,id_vendedor,fecha_venta,precio_venta,Make,Model,Price,Year,Kilometer,Fuel Type,Transmission,Location,Color,Owner,Seller Type,Engine,Max Power,Max Torque,Drivetrain,Length,Width,Height,Seating Capacity,Fuel Tank Capacity,precio_usd,precio_eur
94,173,409,8,2026-03-24,1952412.0,Renault,Kiger RXT Turbo CVT,800000,2021,13000,Petrol,Automatic,Dehradun,White,First,Individual,999 cc,99 bhp @ 5000 rpm,152 Nm @ 2200 rpm,FWD,3991.0,1750.0,1605.0,5.0,40.0,8000.0,6917.6
95,177,1350,1,2025-04-12,2464024.0,Hyundai,Elite i20 Magna 1.2 [2016-2017],625000,2019,31000,Petrol,Manual,Kanpur,White,First,Individual,1197 cc,82 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD,3985.0,1734.0,1505.0,5.0,45.0,6250.0,5404.375
96,120,767,14,2025-10-29,1329060.0,Hyundai,Santro Magna [2018-2020],509999,2019,30858,Petrol,Manual,Hyderabad,Silver,First,Individual,1086 cc,68 bhp @ 5500 rpm,99 Nm @ 4500 rpm,FWD,3610.0,1645.0,1560.0,5.0,35.0,5099.99,4409.961353
97,73,1302,6,2025-03-12,1019423.0,Mercedes-Benz,C-Class C 220d Progressive [2018-2019],4150000,2019,8000,Diesel,Automatic,Delhi,Blue,First,Individual,1950 cc,192 bhp @ 3800 rpm,400 Nm @ 1600 rpm,RWD,4686.0,1810.0,1442.0,5.0,66.0,41500.0,35885.05
98,166,308,10,2026-02-28,2081395.0,Maruti Suzuki,Ciaz Delta 1.3 Hybrid,600000,2017,86000,Diesel,Manual,Yamunanagar,Brown,Second,Individual,1248 cc,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,FWD,4490.0,1730.0,1485.0,5.0,43.0,6000.0,5188.2
99,79,1906,4,2025-10-22,982992.0,Mercedes-Benz,B-class B180 Sports,1150000,2013,52000,Petrol,Automatic,Delhi,Silver,Second,Individual,1595 cc,120 bhp @ 5000 rpm,200 Nm @ 1250 rpm,FWD,4359.0,2010.0,1557.0,5.0,50.0,11500.0,9944.050000000001
100,182,861,10,2025-07-19,2122880.0,Maruti Suzuki,Eeco 5 STR WITH A/C+HTR [2019-2020],422000,2018,12768,Petrol,Manual,Ahmedabad,White,First,Individual,1196 cc,73 bhp @ 6000 rpm,101 Nm @ 3000 rpm,RWD,3675.0,1475.0,1800.0,5.0,40.0,4220.0,3649.034
101,5,2049,3,2025-05-04,1207209.0,Hyundai,Grand i10 Asta 1.1 CRDi [2013-2016],345000,2016,71000,Diesel,Manual,Kanpur,White,Second,Individual,1120 cc,70 bhp @ 4000 rpm,160 Nm @ 1500 rpm,FWD,3765.0,1660.0,1520.0,5.0,43.0,3450.0,2983.215
102,29,10,11,2025-07-27,1231232.0,Nissan,Terrano XL (D),575000,2015,85000,Diesel,Manual,Mumbai,White,First,Individual,1461 cc,84 bhp @ 3750 rpm,200 Nm @ 1900 rpm,FWD,4331.0,1822.0,1671.0,5.0,50.0,5750.0,4972.025000000001
103,13,570,5,2025-02-12,985510.0,Mahindra,XUV500 W6,850000,2016,114000,Diesel,Manual,Lucknow,White,First,Individual,2179 cc,138 bhp @ 3750 rpm,330 Nm @ 1600 rpm,FWD,4585.0,1890.0,1785.0,7.0,70.0,8500.0,7349.95
104,102,928,14,2024-08-21,1160627.0,Toyota,Innova 2.4 G 7 STR [2016-2017],1549000,2018,95315,Diesel,Manual,Karnal,Brown,Second,Individual,2393 cc,148 bhp @ 3400 rpm,343 Nm @ 1400 rpm,RWD,4735.0,1830.0,1795.0,7.0,55.0,15490.0,13394.203
105,185,195,8,2024-08-12,2319209.0,Audi,Q3 2.0 TDI quattro Premium,1350000,2012,72000,Diesel,Automatic,Hyderabad,White,UnRegistered Car,Individual,1968 cc,174 bhp @ 4200 rpm,380 Nm @ 1750 rpm,AWD,4385.0,1831.0,1608.0,5.0,64.0,13500.0,11673.45
106,127,234,6,2025-11-25,786768.0,Maserati,Levante Diesel,9000000,2017,40000,Diesel,Automatic,Chennai,White,Second,Individual,2979 cc,275 bhp @ 4000 rpm,600 Nm @ 2000 rpm,AWD,5005.0,1981.0,1693.0,5.0,80.0,90000.0,77823.0
107,148,1175,1,2025-07-23,1803595.0,Skoda,Rapid Style 1.6 MPI AT,1099000,2018,20690,Petrol,Automatic,Bangalore,Red,First,Individual,1598 cc,104 bhp @ 5200 rpm,153 Nm @ 3750 rpm,FWD,4413.0,1699.0,1466.0,5.0,55.0,10990.0,9503.053
108,75,270,3,2024-11-20,820547.0,Maruti Suzuki,Swift DZire VXI,470000,2016,74000,Petrol,Manual,Ranchi,White,First,Individual,1197 cc,83 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD,3995.0,1695.0,1555.0,5.0,42.0,4700.0,4064.09
109,24,1162,9,2024-10-15,2000341.0,Jaguar,XJ 3.0 V6 Portfolio,3600000,2014,32000,Diesel,Automatic,Pune,Brown,Second,Individual,2993 cc,271 bhp @ 4000 rpm,600 Nm @ 2000 rpm,RWD,5252.0,1899.0,1457.0,5.0,83.0,36000.0,31129.2
110,155,331,7,2025-10-30,1606594.0,Honda,City 1.5 S MT,250000,2011,55000,Petrol,Manual,Kolkata,Silver,First,Individual,1497 cc,118@6600,146@4600,FWD,4420.0,1695.0,1480.0,5.0,42.0,2500.0,2161.75
111,182,1084,14,2025-11-02,417535.0,Kia,Seltos GTX Plus 1.4 DCT,1850000,2020,7000,Petrol,Automatic,Bangalore,Black,First,Individual,1353 cc,138 bhp @ 6000 rpm,242 Nm @ 1500 rpm,FWD,4315.0,1800.0,1645.0,5.0,50.0,18500.0,15996.95
112,176,1540,9,2024-08-22,1971682.0,Hyundai,Verna 1.6 CRDI SX (O),965000,2018,87001,Diesel,Manual,Delhi,White,First,Individual,1582 cc,126 bhp @ 4000 rpm,260 Nm @ 1900 rpm,FWD,4375.0,1700.0,1475.0,5.0,43.0,9650.0,8344.355
113,169,349,9,2024-11-23,417512.0,Audi,Q3 35 TDI Premium + Sunroof,1695000,2015,60000,Diesel,Automatic,Delhi,White,Second,Individual,1968 cc,174 bhp @ 4200 rpm,380 Nm @ 1750 rpm,AWD,4385.0,1831.0,1608.0,5.0,64.0,16950.0,14656.665
114,149,1944,8,2024-06-19,1723283.0,Honda,City V Diesel,600000,2016,70000,Diesel,Manual,Kanpur,Silver,First,Individual,1498 cc,99 bhp @ 3600 rpm,200 Nm @ 1750 rpm,FWD,4440.0,1695.0,1495.0,5.0,40.0,6000.0,5188.2
115,157,1776,9,2025-01-03,1372234.0,Volvo,XC60 Inscription,1950000,2016,79000,Diesel,Automatic,Ahmedabad,White,First,Individual,2400 cc,215 bhp @ 4000 rpm,440 Nm @ 1500 rpm,AWD,4644.0,1891.0,1713.0,5.0,70.0,19500.0,16861.65
116,136,879,4,2026-03-14,542174.0,Honda,Jazz V AT Petrol,595000,2016,80000,Petrol,Automatic,Delhi,Grey,First,Individual,1199 cc,89 bhp @ 6000 rpm,110 Nm @ 4800 rpm,FWD,3955.0,1694.0,1544.0,5.0,40.0,5950.0,5144.965
117,168,754,15,2024-10-02,2229447.0,BMW,X1 sDrive20d xLine,3675000,2020,37180,Diesel,Automatic,Bangalore,White,First,Individual,1995 cc,184 bhp @ 4000 rpm,350 Nm @ 1750 rpm,RWD,4454.0,2044.0,1545.0,5.0,63.0,36750.0,31777.725000000002
118,174,4,13,2025-06-30,511526.0,Toyota,Glanza G,799000,2019,37500,Petrol,Manual,Mangalore,Red,First,Individual,1197 cc,82 bhp @ 6000 rpm,113 Nm @ 4200 rpm,FWD,3995.0,1745.0,1510.0,5.0,37.0,7990.0,6908.953
119,98,1730,5,2024-06-28,2176434.0,Honda,Amaze 1.5 S i-DTEC,425000,2014,75000,Diesel,Manual,Amritsar,Brown,First,Individual,1498 cc,99 bhp @ 3600 rpm,200 Nm @ 1750 rpm,FWD,3990.0,1680.0,1505.0,5.0,35.0,4250.0,3674.975
120,119,638,10,2025-12-06,1555118.0,Kia,Seltos GTX Plus 1.4 [2020-2021],1550000,2019,17000,Petrol,Manual,Bangalore,White,First,Individual,1353 cc,138 bhp @ 6000 rpm,242 Nm @ 1500 rpm,FWD,4315.0,1800.0,1645.0,5.0,50.0,15500.0,13402.85
121,123,655,14,2025-08-11,985933.0,Nissan,Micra XV CVT [2016-2017],490000,2014,56918,Petrol,Automatic,Coimbatore,Blue,Second,Individual,1198 cc,76 bhp @ 6000 rpm,104 Nm @ 4400 rpm,FWD,3825.0,1665.0,1530.0,5.0,41.0,4900.0,4237.03
122,86,77,15,2025-09-01,1602985.0,Volkswagen,Polo Highline1.2L (P),385000,2013,65000,Petrol,Manual,Mumbai,White,First,Individual,1198 cc,74 bhp @ 5400 rpm,110 Nm @ 3750 rpm,FWD,3970.0,1682.0,1453.0,5.0,45.0,3850.0,3329.0950000000003
123,2,875,14,2026-01-09,1887566.0,Mercedes-Benz,S-Class 350,1500000,2009,75000,Petrol,Automatic,Chennai,Red,Second,Individual,3498 cc,272@6000,350@2400,RWD,5076.0,1871.0,1473.0,5.0,90.0,15000.0,12970.5
124,44,1700,10,2024-10-15,960185.0,Jaguar,XJ 3.0 V6 Portfolio,3150000,2014,66500,Diesel,Automatic,Delhi,White,First,Individual,2993 cc,271 bhp @ 4000 rpm,600 Nm @ 2000 rpm,RWD,5252.0,1899.0,1457.0,5.0,83.0,31500.0,27238.05
125,67,60,4,2024-10-01,1528958.0,Honda,Brio S MT,440000,2016,50374,Petrol,Manual,Vadodara,White,First,Individual,1198 cc,87 bhp @ 6000 rpm,109 Nm @ 4500 rpm,FWD,3610.0,1680.0,1500.0,5.0,35.0,4400.0,3804.6800000000003
126,166,964,15,2026-05-05,835441.0,Toyota,Fortuner 2.8 4x2 AT [2016-2020],2550000,2017,44000,Diesel,Automatic,Delhi,Black,Second,Individual,2755 cc,174 bhp @ 3400 rpm,450 Nm @ 1600 rpm,RWD,4795.0,1855.0,1835.0,7.0,80.0,25500.0,22049.850000000002
127,58,1195,14,2024-06-22,1185079.0,Audi,A4 2.0 TDI (143bhp),1575000,2014,15000,Diesel,Automatic,Delhi,Red,First,Individual,1968 cc,141 bhp @ 4200 rpm,320 Nm @ 1750 rpm,FWD,4701.0,1826.0,1427.0,5.0,63.0,15750.0,13619.025
128,107,1184,8,2025-12-07,1711580.0,Hyundai,Creta E Plus 1.6 Petrol,1050000,2018,34841,Petrol,Manual,Hyderabad,White,First,Individual,1591 cc,122 bhp @ 6400 rpm,151 Nm @ 4850 rpm,FWD,4270.0,1780.0,1665.0,5.0,55.0,10500.0,9079.35
129,24,85,11,2025-07-02,375733.0,Maruti Suzuki,Baleno Zeta 1.2,615000,2017,36058,Petrol,Manual,Mumbai,Silver,First,Individual,1197 cc,83 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD,3995.0,1745.0,1500.0,5.0,37.0,6150.0,5317.905
130,50,295,4,2025-02-05,477463.0,Audi,Q3 35 TDI Premium + Sunroof,1798999,2016,84700,Diesel,Automatic,Karnal,White,First,Individual,1968 cc,174 bhp @ 4200 rpm,380 Nm @ 1750 rpm,AWD,4385.0,1831.0,1608.0,5.0,64.0,17989.99,15555.944353000003
131,95,1084,7,2024-11-17,1470490.0,Kia,Seltos GTX Plus 1.4 DCT,1850000,2020,7000,Petrol,Automatic,Bangalore,Black,First,Individual,1353 cc,138 bhp @ 6000 rpm,242 Nm @ 1500 rpm,FWD,4315.0,1800.0,1645.0,5.0,50.0,18500.0,15996.95
132,109,1258,11,2025-01-30,1571633.0,Renault,Kwid RXT [2015-2019],320000,2016,64000,Petrol,Manual,Mohali,Silver,First,Individual,799 cc,53 bhp @ 5678 rpm,72 Nm @ 4386 rpm,FWD,3679.0,1579.0,1478.0,5.0,28.0,3200.0,2767.04
133,122,657,5,2025-07-05,1227470.0,Hyundai,Venue SX 1.4 CRDi,1025000,2019,42000,Diesel,Manual,Mumbai,Silver,First,Individual,1396 cc,89 bhp @ 4000 rpm,220 Nm @ 1500 rpm,FWD,3995.0,1770.0,1605.0,5.0,45.0,10250.0,8863.175000000001
134,109,676,4,2025-12-17,809962.0,Mercedes-Benz,E-Class E 200,2400000,2016,61159,Petrol,Automatic,Mumbai,Black,Second,Individual,1991 cc,184 bhp @ 5500 rpm,300 Nm @ 1200 rpm,RWD,4879.0,1854.0,1474.0,5.0,80.0,24000.0,20752.8
135,53,1688,4,2024-10-21,1089153.0,Land Rover,Discovery Sport HSE Luxury 7-Seater,4575000,2019,50000,Diesel,Automatic,Karnal,Blue,First,Individual,2179 cc,188 bhp @ 3500 rpm,420 Nm @ 1750 rpm,AWD,4600.0,2069.0,1724.0,7.0,65.0,45750.0,39560.025
136,152,1619,15,2025-01-18,2196238.0,Hyundai,i20 Asta 1.4 CRDI,434999,2012,76148,Diesel,Manual,Hyderabad,Silver,First,Individual,1396 cc,90@4000,220@1750,,3940.0,1710.0,1505.0,5.0,45.0,4349.99,3761.436353
137,61,1194,11,2026-01-18,2173102.0,Hyundai,Creta SX 1.5 Diesel [2020-2022],1650000,2020,7000,Diesel,Manual,Ahmedabad,White,First,Individual,1493 cc,113 bhp @ 4000 rpm,250 Nm @ 1500 rpm,FWD,4300.0,1790.0,1635.0,5.0,50.0,16500.0,14267.550000000001
138,145,439,5,2025-11-12,1351519.0,Maruti Suzuki,Ertiga VDi,770000,2015,112000,Diesel,Manual,Chennai,Gold,First,Individual,1248 cc,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,FWD,4265.0,1695.0,1685.0,7.0,45.0,7700.0,6658.1900000000005
139,92,2016,2,2026-02-04,771951.0,Mahindra,XUV500 W11 (O) AT,1639999,2018,43000,Diesel,Automatic,Mumbai,Bronze,First,Individual,2179 cc,153 bhp @ 3750 rpm,360 Nm @ 1750 rpm,FWD,4585.0,1890.0,1785.0,7.0,70.0,16399.99,14181.071353000001
140,4,484,14,2025-09-15,2044356.0,Ferrari,488 GTB,35000000,2018,9500,Petrol,Automatic,Delhi,Black,First,Individual,3902 cc,660 bhp @ 8000 rpm,760 Nm @ 3000 rpm,RWD,4568.0,1952.0,1213.0,2.0,78.0,350000.0,302645.0
141,88,273,11,2025-02-07,1942753.0,Renault,Kwid 1.0 RXT [2016-2019],299000,2016,26000,Petrol,Manual,Mumbai,Brown,First,Individual,999 cc,67 bhp @ 5500 rpm,91 Nm @ 4250 rpm,FWD,3679.0,1579.0,1478.0,5.0,28.0,2990.0,2585.453
142,123,1015,12,2025-12-04,2368068.0,Volkswagen,Taigun Highline 1.0 TSI AT,1500000,2021,31000,Petrol,Automatic,Hyderabad,Silver,First,Individual,999 cc,114 bhp @ 5000 rpm,178 Nm @ 1750 rpm,FWD,4221.0,1760.0,1612.0,5.0,50.0,15000.0,12970.5
143,63,759,13,2025-11-10,621268.0,Hyundai,Elite i20 Sportz 1.4,565000,2015,65000,Diesel,Manual,Ludhiana,White,Second,Individual,1396 cc,89 bhp @ 4000 rpm,220 Nm @ 1500 rpm,FWD,3985.0,1734.0,1505.0,5.0,45.0,5650.0,4885.555
144,162,1402,11,2025-03-27,826677.0,Hyundai,Eon D-Lite +,250000,2014,25000,Petrol,Manual,Meerut,White,First,Individual,814 cc,55 bhp @ 5500 rpm,75 Nm @ 4000 rpm,FWD,3495.0,1550.0,1500.0,5.0,32.0,2500.0,2161.75
145,34,852,3,2025-04-17,1025201.0,Audi,Q7 45 TDI Premium Plus,5175000,2016,65000,Diesel,Automatic,Pune,Blue,First,Individual,2967 cc,245 bhp @ 2910 rpm,600 Nm @ 1500 rpm,AWD,5052.0,1968.0,1740.0,7.0,75.0,51750.0,44748.225
146,65,2013,11,2025-12-01,2335566.0,BMW,X3 xDrive 20d Luxury Line [2018-2020],6200000,2021,39000,Diesel,Automatic,Ahmedabad,White,First,Individual,1995 cc,190 bhp @ 4000 rpm,400 Nm @ 1750 rpm,AWD,4657.0,1881.0,1678.0,5.0,67.0,62000.0,53611.4
147,152,1450,11,2024-07-29,2236112.0,BMW,5-Series 525d Sedan,1295000,2011,56000,Diesel,Automatic,Mumbai,Grey,First,Individual,1995 cc,217 bhp @ 4400 rpm,450 Nm @ 1500 rpm,RWD,4899.0,2094.0,1464.0,5.0,,12950.0,11197.865
148,110,1191,3,2025-05-08,1428899.0,Hyundai,Elite i20 Magna 1.2 [2016-2017],585000,2017,47000,Petrol,Manual,Delhi,Grey,First,Individual,1197 cc,82 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD,3985.0,1734.0,1505.0,5.0,45.0,5850.0,5058.495
149,94,190,6,2025-12-21,743997.0,Maruti Suzuki,Swift VDi BS-IV,295000,2011,87230,Diesel,Manual,Hyderabad,Silver,First,Individual,1248 cc,75@4000,190@2000,FWD,3760.0,1690.0,1530.0,5.0,43.0,2950.0,2550.8650000000002
150,48,1490,11,2024-09-16,1510070.0,Hyundai,i10 Magna 1.2,165000,2009,55000,Petrol,Manual,Lucknow,White,First,Individual,1197 cc,80@5200,111@4000,FWD,3565.0,1595.0,1550.0,5.0,35.0,1650.0,1426.755
151,108,1159,10,2025-04-15,1299447.0,Renault,Duster 85 PS RXS 4X2 MT Diesel,960000,2018,24000,Diesel,Manual,Bangalore,Brown,First,Individual,1461 cc,84 bhp @ 3750 rpm,200 Nm @ 1900 rpm,FWD,4315.0,1822.0,1695.0,5.0,50.0,9600.0,8301.12
152,75,2014,5,2026-01-01,1869017.0,Maruti Suzuki,Swift VDi,590000,2014,86000,Diesel,Manual,Coimbatore,White,First,Individual,1248 cc,74 bhp @ 4000 rpm,190 Nm @ 2000 rpm,FWD,3850.0,1695.0,1530.0,5.0,42.0,5900.0,5101.7300000000005
153,78,721,2,2026-01-09,1899000.0,Hyundai,Grand i10 Asta 1.2 Kappa VTVT,495000,2017,47000,Petrol,Manual,Delhi,Silver,First,Individual,1197 cc,81 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD,3765.0,1660.0,1520.0,5.0,43.0,4950.0,4280.265
154,72,1316,10,2025-06-11,1256213.0,MG,Hector Plus Smart 1.5 DCT Petrol,1925000,2021,19000,Petrol,Automatic,Mumbai,Silver,First,Corporate,1451 cc,141 bhp @ 5000 rpm,250 Nm @ 1600 rpm,FWD,4720.0,1835.0,1760.0,6.0,60.0,19250.0,16645.475000000002
155,21,1304,12,2024-12-14,1903441.0,Mercedes-Benz,GLA 200 CDI Style,1750000,2015,99000,Diesel,Automatic,Chennai,White,Second,Individual,2143 cc,134 bhp @ 3600 rpm,300 Nm @ 1600 rpm,FWD,4417.0,1804.0,1494.0,5.0,50.0,17500.0,15132.25
156,49,852,1,2025-06-21,2103763.0,Audi,Q7 45 TDI Premium Plus,5175000,2016,65000,Diesel,Automatic,Pune,Blue,First,Individual,2967 cc,245 bhp @ 2910 rpm,600 Nm @ 1500 rpm,AWD,5052.0,1968.0,1740.0,7.0,75.0,51750.0,44748.225
157,84,1462,6,2025-11-30,1678997.0,Maruti Suzuki,Vitara Brezza ZDi,780000,2017,94827,Diesel,Manual,Jaipur,Others,First,Individual,1248 cc,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,FWD,3995.0,1790.0,1640.0,5.0,48.0,7800.0,6744.66
158,30,955,14,2025-08-27,1552497.0,Maruti Suzuki,S-Cross Sigma 1.3,675000,2017,125372,Diesel,Manual,Coimbatore,Brown,First,Individual,1248 cc,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,FWD,4300.0,1765.0,1590.0,5.0,48.0,6750.0,5836.725
159,178,578,13,2026-05-20,962598.0,Mercedes-Benz,E-Class E 200 Exclusive [2019-2019],7100000,2022,2500,Petrol,Automatic,Noida,Grey,First,Individual,1991 cc,194 bhp @ 5800 rpm,300 Nm @ 1600 rpm,RWD,5063.0,1860.0,1494.0,5.0,80.0,71000.0,61393.700000000004
160,73,718,14,2026-04-13,2238955.0,Audi,A4 2.0 TDI (177bhp) Premium,975000,2011,75000,Diesel,Automatic,Lucknow,Silver,First,Individual,1968 cc,177 bhp @ 4200 rpm,380 Nm @ 1750 rpm,FWD,4701.0,1826.0,1427.0,5.0,63.0,9750.0,8430.825
161,133,249,4,2026-05-22,1252658.0,Maruti Suzuki,Alto 800 Vxi,319000,2013,47800,Petrol,Manual,Dharwad,Red,First,Individual,796 cc,47 bhp @ 6000 rpm,69 Nm @ 3500 rpm,FWD,3395.0,1490.0,1475.0,5.0,35.0,3190.0,2758.393
162,163,607,7,2026-03-23,1902852.0,Maruti Suzuki,Swift DZire VDI,400000,2014,64000,Diesel,Manual,Agra,White,First,Individual,1248 cc,74 bhp @ 4000 rpm,190 Nm @ 2000 rpm,FWD,3995.0,1695.0,1555.0,5.0,42.0,4000.0,3458.8
163,6,1693,6,2024-06-23,726285.0,Hyundai,Verna Fluidic 1.6 CRDi SX,415000,2014,62000,Diesel,Manual,Delhi,Silver,Second,Individual,1582 cc,126 bhp @ 4000 rpm,260 Nm @ 1900 rpm,FWD,4370.0,1700.0,1475.0,5.0,43.0,4150.0,3588.505
164,152,1465,3,2025-07-18,955289.0,BMW,X1 sDrive20d Expedition,2385000,2017,22120,Diesel,Automatic,Delhi,White,First,Individual,1995 cc,188 bhp @ 4000 rpm,400 Nm @ 1750 rpm,FWD,4439.0,1821.0,1612.0,5.0,51.0,23850.0,20623.095
165,167,1058,5,2026-04-12,1618594.0,Maruti Suzuki,Ertiga LXI,795000,2017,9000,Petrol,Manual,Delhi,Grey,First,Individual,1373 cc,94 bhp @ 6000 rpm,130 Nm @ 4000 rpm,FWD,4296.0,1695.0,1685.0,7.0,45.0,7950.0,6874.365
166,104,88,4,2026-05-07,1859838.0,Mercedes-Benz,C-Class 220 BlueEfficiency,1650000,2013,58000,Diesel,Automatic,Bangalore,Silver,First,Individual,2143 cc,170 bhp @ 4200 rpm,400 Nm @ 2800 rpm,RWD,4596.0,1770.0,1447.0,5.0,66.0,16500.0,14267.550000000001
167,95,360,4,2025-06-06,1790626.0,Maruti Suzuki,Swift DZire LXi,295000,2010,33000,Petrol,Manual,Mumbai,Grey,First,Individual,1298 cc,87@6000,113@4500,FWD,4160.0,1690.0,1530.0,5.0,43.0,2950.0,2550.8650000000002
168,178,472,1,2025-05-23,1427414.0,Hyundai,Grand i10 Asta AT 1.2 Kappa VTVT [2013-2016],565000,2016,29000,Petrol,Automatic,Mumbai,Silver,First,Individual,1197 cc,79 bhp @ 6000 rpm,112 Nm @ 4000 rpm,FWD,3765.0,1660.0,1520.0,5.0,43.0,5650.0,4885.555
169,20,413,1,2025-10-05,982703.0,Maruti Suzuki,Alto LXi BS-III,227000,2011,87513,Petrol,Manual,Salem,Blue,Second,Individual,796 cc,47@6200,62@3000,,3495.0,1475.0,1460.0,5.0,35.0,2270.0,1962.8690000000001
170,70,266,15,2026-04-01,1514205.0,Hyundai,Elite i20 Asta 1.2 AT,750000,2018,33647,Petrol,Automatic,Mumbai,Red,First,Individual,1197 cc,82 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD,3985.0,1734.0,1505.0,5.0,40.0,7500.0,6485.25
171,9,1206,2,2025-06-17,582037.0,Hyundai,i20 Sportz 1.4 CRDI,550000,2014,75000,Diesel,Manual,Bangalore,Maroon,First,Individual,1396 cc,90@4000,220@1750,,3940.0,1710.0,1505.0,5.0,45.0,5500.0,4755.85
172,119,121,8,2024-09-10,2430221.0,Tata,Harrier XZ Plus,2145000,2020,10290,Diesel,Manual,Bangalore,Red,First,Individual,1956 cc,168 bhp @ 3750 rpm,350 Nm @ 1750 rpm,FWD,4598.0,1894.0,1706.0,5.0,50.0,21450.0,18547.815000000002
173,51,601,13,2025-03-30,1290228.0,Audi,A4 35 TDI Technology,2400000,2017,59267,Diesel,Automatic,Kolkata,Silver,First,Individual,1968 cc,188 bhp @ 4200 rpm,400 Nm @ 1750 rpm,FWD,4726.0,1842.0,1427.0,5.0,54.0,24000.0,20752.8
174,61,1843,3,2025-04-15,1265370.0,Renault,Kwid RXL [2015-2019],305000,2018,34800,Petrol,Manual,Jamshedpur,Red,First,Individual,799 cc,53 bhp @ 5678 rpm,72 Nm @ 4386 rpm,FWD,3679.0,1579.0,1478.0,5.0,28.0,3050.0,2637.335
175,168,456,10,2024-12-31,1879195.0,Maruti Suzuki,Swift VXi [2014-2017],590000,2019,26000,Petrol,Manual,Lucknow,Blue,First,Individual,1197 cc,83 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD,3850.0,1695.0,1530.0,5.0,42.0,5900.0,5101.7300000000005
176,191,686,1,2025-10-19,1391048.0,Toyota,Fortuner 3.0 4x4 MT,1290000,2012,121000,Diesel,Manual,Ludhiana,Gold,Second,Individual,2982 cc,169 bhp @ 3600 rpm,343 Nm @ 1400 rpm,AWD,4705.0,1840.0,1850.0,7.0,80.0,12900.0,11154.630000000001
177,71,961,8,2026-04-26,2314001.0,Audi,Q7 35 TDI Premium + Sunroof,2400000,2014,42533,Diesel,Automatic,Mumbai,Blue,First,Individual,2967 cc,241 bhp @ 3800 rpm,550 Nm @ 1750 rpm,AWD,5089.0,1983.0,1737.0,7.0,100.0,24000.0,20752.8
178,55,865,8,2025-03-16,1078896.0,Tata,Tiago Revotron XTA [2017-2019],585000,2019,12000,Petrol,Automatic,Mumbai,Silver,First,Individual,1199 cc,84 bhp @ 6000 rpm,114 Nm @ 3500 rpm,FWD,3746.0,1647.0,1535.0,5.0,35.0,5850.0,5058.495
179,146,372,13,2025-10-09,925283.0,Mercedes-Benz,C-Class Cabriolet C 300,6500000,2020,21000,Petrol,Automatic,Gurgaon,White,Second,Individual,1991 cc,241 bhp @ 5500 rpm,370 Nm @ 1300 rpm,RWD,4686.0,1810.0,1409.0,4.0,59.0,65000.0,56205.5
180,20,356,6,2024-11-17,684939.0,BMW,5-Series 520d M Sport,3300000,2017,41296,Diesel,Automatic,Mumbai,Blue,First,Individual,1995 cc,190 bhp @ 4000 rpm,400 Nm @ 1750 rpm,RWD,4899.0,2094.0,1464.0,5.0,65.0,33000.0,28535.100000000002
181,30,1368,10,2024-07-12,728077.0,Maruti Suzuki,Alto 800 Lxi,285000,2017,45600,Petrol,Manual,Jamshedpur,White,First,Individual,796 cc,47 bhp @ 6000 rpm,69 Nm @ 3500 rpm,FWD,3395.0,1490.0,1475.0,5.0,35.0,2850.0,2464.395
182,167,1776,2,2024-08-26,771187.0,Volvo,XC60 Inscription,1950000,2016,79000,Diesel,Automatic,Ahmedabad,White,First,Individual,2400 cc,215 bhp @ 4000 rpm,440 Nm @ 1500 rpm,AWD,4644.0,1891.0,1713.0,5.0,70.0,19500.0,16861.65
183,191,317,11,2025-05-07,1053064.0,Honda,Jazz S,195000,2010,32000,Petrol,Manual,Gurgaon,Silver,First,Individual,1198 cc,89 bhp @ 6200 rpm,110 Nm @ 4800 rpm,FWD,3900.0,1695.0,1535.0,5.0,42.0,1950.0,1686.165
184,156,601,12,2025-10-20,500184.0,Audi,A4 35 TDI Technology,2400000,2017,59267,Diesel,Automatic,Kolkata,Silver,First,Individual,1968 cc,188 bhp @ 4200 rpm,400 Nm @ 1750 rpm,FWD,4726.0,1842.0,1427.0,5.0,54.0,24000.0,20752.8
185,11,366,12,2026-03-21,1066920.0,Audi,TT 2.0 TFSI Quattro,4000000,2014,39394,Petrol,Automatic,Jaipur,White,Second,Individual,1984 cc,208 bhp @ 4300 rpm,350 Nm @ 1600 rpm,AWD,4198.0,1842.0,1353.0,2.0,60.0,40000.0,34588.0
186,194,1444,1,2025-03-24,2464011.0,Kia,Seltos HTK Plus AT 1.5 Diesel [2020-2021],1275000,2021,30000,Diesel,Automatic,Mohali,White,First,Individual,1493 cc,113 bhp @ 4000 rpm,250 Nm @ 1500 rpm,FWD,4315.0,1800.0,1645.0,5.0,50.0,12750.0,11024.925000000001
